TIME,M1-AL-IN,M1-AL-OUT,M1-AR-IN,M1-AR-OUT,M2-AL-IN,M2-AL-OUT,M2-AR-IN,M2-AR-OUT,PUMP,GATE,M1-PL,M1-PR,M2-PL,M2-PR,M1X,M1Y,M2X,M2Y,M3X,M3Y,M4X,M4Y,M5X,M5Y,M6X,M6Y,M7X,M7Y,M8X,M8Y,M9X,M9Y,M10X,M10Y
11.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.847,108.247,0.00817128591015881,2.975549601279118,-0.010116856751137604,5.135907079181367,-0.24786271134797855,7.4255167138811835,-0.6502018498964874,9.512015816470528,-1.4829721663230089,13.253285102662339,-2.361449444767031,17.223181932519196,-3.137389251832715,20.295338612153532,-3.558016533042514,23.637430095062136,-3.7226098169941753,27.016450765627184,-4.289542239494347,31.115590595492982
12.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.847,108.247,0.042284632586376825,2.967145500677841,0.01371610699597059,5.148031371691019,-0.22402974760087035,7.427382867403232,-0.6358787287049019,9.559674154234155,-1.4591392025759007,13.255151256184387,-2.3480668781536913,17.242633346413996,-3.131844430746903,20.29720476567558,-3.530142017016301,23.630625051502356,-3.6987768532470673,26.999852325321008,-4.265709275747239,31.117456749015034
12.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.847,108.247,0.023591162666540377,2.969500344965205,-0.022444526036370815,5.12476411266511,-0.22361409531062537,7.395909153536699,-0.6513976001910442,9.512112174061613,-1.4770116929469457,13.242142136146082,-2.353817013890434,17.210210003130076,-3.1314287784566517,20.284195645637276,-3.5494893125931135,23.620780094992313,-3.698361200956822,26.986843205282703,-4.283581766118283,31.10444762897673
13.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.284,111.847,108.247,0.00817128591015881,2.975549601279118,-0.028404999412434018,5.135907079181367,-0.22957456868668857,7.407052120052956,-0.6502018498964874,9.512015816470528,-1.4829721663230089,13.253285102662339,-2.3718998419007993,17.240767192891948,-3.137389251832715,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,26.99798617179896,-4.289542239494347,31.115590595492982
13.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.847,108.247,0.00817128591015881,2.975549601279118,-0.028404999412434018,5.135907079181367,-0.22957456868668857,7.407052120052956,-0.651725838530353,9.528941647188514,-1.4829721663230089,13.253285102662339,-2.354047094664724,17.227138651321482,-3.155677394494011,20.295338612153532,-3.558016533042514,23.61896550123391,-3.7043216743328853,26.99798617179896,-4.289542239494347,31.115590595492982
14.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.29,111.847,108.247,0.014131759286222012,2.9644066347628613,-0.004156383375074402,5.12476411266511,-0.24190223797191535,7.395909153536699,-0.6361945491006695,9.527461839709657,-1.4770116929469457,13.242142136146082,-2.374299644373516,17.226458935858062,-3.149716921117948,20.284195645637276,-3.5520560596664508,23.607822534717656,-3.698361200956822,26.986843205282703,-4.26529362345699,31.0859830351485
15.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.284,111.841,108.247,0.010280382929109821,2.984686808465188,-0.05486442798388924,5.1872079170237235,-0.25603399725813736,7.4079949875341295,-0.6898457858580513,9.580805275347215,-1.4911434522331677,13.272692563971734,-2.375426468104993,17.237313815716764,-3.16384868040417,20.314746073462928,-3.566187818952673,23.638372962543308,-3.7124929602430443,27.017393633108355,-4.312173941612414,31.128127506985514
15.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.203,104.284,111.841,108.247,0.010280382929109821,2.984686808465188,-0.03657628532259283,5.173779134318984,-0.23774585459684738,7.4264595813623515,-0.6414917089527805,9.566932177083586,-1.4911434522331677,13.272692563971734,-2.375426468104993,17.237313815716764,-3.16384868040417,20.314746073462928,-3.566187818952673,23.61990836871508,-3.7124929602430443,27.017393633108355,-4.289432152331875,31.121062551502426
16.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.29,111.841,108.247,0.01845166883926863,2.9652793471557928,-0.04669314207373043,5.154371673009589,-0.24786271134797855,7.407052120052956,-0.6421550224767327,9.538604876662747,-1.4829721663230089,13.253285102662339,-2.3580576718486888,17.21639463904199,-3.155677394494011,20.295338612153532,-3.558016533042514,23.600500907405685,-3.686033531671589,26.96105698414251,-4.281260866421716,31.101655090193027
16.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,101.209,104.284,111.841,108.247,0.010280382929109821,2.984686808465188,-0.018288142661296414,5.155314540490762,-0.27432213991943377,7.4079949875341295,-0.6766612784679429,9.568352465436373,-1.4911434522331677,13.272692563971734,-2.366228957758848,17.235802100351385,-3.16384868040417,20.314746073462928,-3.566187818952673,23.638372962543308,-3.7124929602430443,27.017393633108355,-4.289432152331875,31.121062551502426
